movie_encoded,movieId,title_netflix,tahun_rilis_netflix
49332,293245,Underground Comedy Movie,1999.0
49333,293246,They Died with Their Boots On,1941.0
49334,293247,Beware of a Holy Whore,1971.0
49335,293248,Rescue Heroes: The Movie,2003.0
49336,293249,Firestarter,1984.0
49337,293250,Empire of the Ants,1977.0
49338,293251,Unleashed,2005.0
49339,293252,Shaft's Big Score!,1972.0
49340,293253,Baazigar,1993.0
49341,293254,Christmas with The Simpsons,1989.0
49342,293255,The Fassbinder Collection: Pioneer in Ingolstadt,1971.0
49343,293256,Stir Crazy,1980.0
49344,293257,National Geographic: Inside American Power: Air Force One,2001.0
49345,293258,The Last Dragon,1985.0
49346,293259,Jim Brown: All-American,2002.0
49347,293260,To Catch a Killer,1992.0
49348,293261,Charly,1968.0
49349,293262,Mystery Science Theater 3000: The Hellcats,1990.0
49350,293263,Buying the Cow,2002.0
49351,293264,Cheyenne Warrior,1994.0
49352,293265,Dear Frankie,2004.0
49353,293266,Matewan,1987.0
49354,293267,Cinderfella,1960.0
49355,293268,John Mayall & The Bluesbreakers and Friends: 70th Birthday Concert,2003.0
49356,293269,Ricky Martin: The Ricky Martin Video Collection,1999.0
49357,293270,Elvira's Haunted Hills,2002.0
49358,293271,The Rainbow Fish / Dazzle the Dinosaur,1997.0
49359,293272,Marvin's Room,1996.0
49360,293273,American Tragedy,2000.0
49361,293274,Return of the Chinese Boxer,1975.0
49362,293275,Green Acres: Season 1,1965.0
49363,293276,Veronica 2030,2004.0
49364,293277,Highlander: Season 5,1996.0
49365,293278,Robin Hood: Prince of Thieves,1991.0
49366,293279,The Last House on the Left,1972.0
49367,293280,Saving Grace,2000.0
49368,293281,Who is Cletis Tout?,2002.0
49369,293282,Rob Roy,1995.0
49370,293283,La Femme Nikita: Season 3,1999.0
49371,293284,Office Killer,1997.0
49372,293285,Lipstick,1976.0
49373,293286,The Man Who Came to Dinner,2000.0
49374,293287,Gilligan's Island: Season 2,1965.0
49375,293288,Saturday Night Live: The Best of Will Ferrell 2,2004.0
49376,293289,Real Kung Fu of Shaolin,1986.0
49377,293290,,
49378,293291,The Winter People,1989.0
49379,293292,,
49380,293293,Fight Club: Bonus Material,1999.0
49381,293294,Hellbound: Hellraiser II,1988.0
49382,293295,Rugrats All Grown Up: O' Brother!,2004.0
49383,293296,Mafia!,1998.0
49384,293297,In the Mood for Love,2001.0
49385,293298,Loves of a Blonde,1965.0
49386,293299,R.E.M.: Pop Screen,1990.0
49387,293300,Better Than Sex,2000.0
49388,293301,Police Academy 3: Back in Training,1986.0
49389,293302,The Mighty,1998.0
49390,293303,Cavalry Charge,1951.0
49391,293304,Visitors of the Night,1995.0
49392,293305,Running Out of Time,1999.0
49393,293306,Bedazzled,2000.0
49394,293307,Peter Jennings Reports: The Kennedy Assassination: Beyond Conspiracy,2003.0
49395,293308,The History Channel Presents: The Alamo,2003.0
49396,293309,One True Thing,1998.0
49397,293310,Baby Einstein: Baby Da Vinci,2004.0
49398,293311,Angel's Dance,1999.0
49399,293312,The Hand that Rocks the Cradle,1992.0
49400,293313,The Quest,1996.0
49401,293314,When Dinosaurs Roamed America,2000.0
49402,293315,Koma,2004.0
49403,293316,Last Man Standing,1996.0
49404,293317,Caillou: Caillou's Treasure Hunt and Other Adventures,2000.0
49405,293318,Daud,1997.0
49406,293319,Mahoromatic: Automatic Maiden: Summer Special,2004.0
49407,293320,Todd McFarlane's Spawn,1997.0
49408,293321,Nine Lives,2002.0
49409,293322,For the Moment,1996.0
49410,293323,Japan: Memoirs of a Secret Empire,2004.0
49411,293324,A Change of Heart,1998.0
49412,293325,Major League,1989.0
49413,293326,Mobsters,1991.0
49414,293327,The Return,2003.0
49415,293328,The Perfect Storm,2000.0
49416,293329,Africans in America: America's Journey Through Slavery,1998.0
49417,293330,Inspector Morse 9: The Last Enemy,1993.0
49418,293331,Dolores Claiborne,1994.0
49419,293332,Homicide: Life on the Street: Season 7,1998.0
49420,293333,Cause Celebre,1987.0
49421,293334,Whisper Kill,1988.0
49422,293335,Film Noir Collection: D.O.A.,1950.0
49423,293336,The Bravados,1958.0
49424,293337,Testosterone,2004.0
49425,293338,44 Minutes,2003.0
49426,293339,City of Industry,1997.0
49427,293340,Roger & Me,1989.0
49428,293341,Royal Deceit,1994.0
49429,293342,The Wire: Season 1,2003.0
49430,293343,Curly Sue,1991.0
49431,293344,Yu Yu Hakusho,1992.0
49432,293345,Woman Thou Art Loosed,2004.0
49433,293346,The Haunting of Morella,1990.0
49434,293347,Carlton-Browne of the F.O.,1959.0
49435,293348,Abigail's Party,1977.0
49436,293349,,
49437,293350,Bagdad Cafe,1988.0
49438,293351,Mr. Magoo,1997.0
49439,293352,11:14,2005.0
49440,293353,Dead Ringers,1988.0
49441,293354,Indochine,1992.0
49442,293355,Hillary & Tenzing: Climbing to the Roof of World,2003.0
49443,293356,The Last Man,2002.0
49444,293357,Great Pas de Deux,2004.0
49445,293358,A Slipping Down Life,1999.0
49446,293359,Treading Water,2001.0
49447,293360,The House on Carroll Street,1988.0
49448,293361,Ken Burns' America: The Congress,1988.0
49449,293362,Sherlock: Case of Evil,2002.0
49450,293363,Widows' Peak,1994.0
49451,293364,Hot War,1998.0
49452,293365,Fantasy Mission Force,1979.0
49453,293366,Domestic Disturbance,2001.0
49454,293367,Saber Marionette J,1996.0
49455,293368,I Can Do Bad All By Myself,2002.0
49456,293369,Ernest Goes to Jail,1990.0
49457,293370,The Librarian: Quest for the Spear,2004.0
49458,293371,Halloween: H2O,1998.0
49459,293372,Star Trek: The Next Generation: Season 7,1993.0
49460,293373,Mary Poppins: Bonus Material,1964.0
49461,293374,The Lonely Guy,1984.0
49462,293375,Music Box,1989.0
49463,293376,The Best of MusikLaden: Classic Rock,2000.0
49464,293377,Sherlock Hound,1984.0
49465,293378,Mean Girls,2004.0
49466,293379,Fifteen Minutes,2001.0
49467,293380,Pooh's Heffalump Movie,2005.0
49468,293381,O Fantasma,2000.0
49469,293382,End of the Century: The Story of the Ramones,2004.0
49470,293383,The Poseidon Adventure,1972.0
49471,293384,Scarface: 20th Anniversary Edition: Bonus Material,1983.0
49472,293385,Grief,1994.0
49473,293386,A Hole in the Head,1959.0
49474,293387,Edges of the Lord,2001.0
49475,293388,The Star Maker,1995.0
49476,293389,The Crawling Eye,1958.0
49477,293390,A Perfect Candidate,1996.0
49478,293391,Man in the Iron Mask,1999.0
49479,293392,Gloria Estefan: Don't Stop!,1998.0
49480,293393,He Died with a Felafel in His Hand,2001.0
49481,293394,Foyle's War: Set 2,2003.0
49482,293395,Man Ray: Prophet of the Avant Garde,1999.0
49483,293396,,
49484,293397,Sherlock Holmes and the Spider Woman,1944.0
49485,293398,A Touch of Frost: Seasons 7 & 8,2003.0
49486,293399,Loving Jezebel,2000.0
49487,293400,Churchill,2003.0
49488,293401,Care Bears: Journey to Joke-a-Lot,2004.0
49489,293402,Soldier of Fortune,1998.0
49490,293403,For Love or Country,2001.0
49491,293404,The Outer Limits: The New Series: Aliens Among Us,1995.0
49492,293405,American Pop,1981.0
49493,293406,Tokyo Drifter,1966.0
49494,293407,La Vallee,1972.0
49495,293408,Clerks,1994.0
49496,293409,Boyz N the Hood,1991.0
49497,293410,A Single Girl,2000.0
49498,293411,Don Henley: Live Inside Job,2000.0
49499,293412,Unsolved History: Salem Witch Trials,2004.0
49500,293413,By Brakhage: An Anthology,2004.0
49501,293414,A Stranger Among Us,1992.0
49502,293415,Landmarks of Early Film,1997.0
49503,293416,Rabid,1976.0
49504,293417,Look Back in Anger,1959.0
49505,293418,Jaws,1975.0
49506,293419,Teen Titans: Season 1,2003.0
49507,293420,Dracula Vs. Frankenstein,1971.0
49508,293421,We Know Where You Live. Live!,2001.0
49509,293422,Spies,1928.0
49510,293423,Soul Assassin,2001.0
49511,293424,Sherlock Holmes: The Scarlet Claw,1944.0
49512,293425,Dark Shadows: Vol. 11,1968.0
49513,293426,Eyes Without a Face,1960.0
49514,293427,The Mouse That Roared,1959.0
49515,293428,Dead Man on Campus,1998.0
49516,293429,Left Behind II: Tribulation Force,2002.0
49517,293430,The Matchmaker,1958.0
49518,293431,The Lawnmower Man,1992.0
49519,293432,The Saddle Club: Horse Crazy,2001.0
49520,293433,On Cukor,2000.0
49521,293434,Ruin Explorers,2000.0
49522,293435,Tiger Bay,1959.0
49523,293436,Marlene Dietrich: Her Own Song,2001.0
49524,293437,My Bodyguard,1980.0
49525,293438,Logan's Run,1976.0
49526,293439,The Faculty,1998.0
49527,293440,Predator Island,2005.0
49528,293441,Slaughter,1972.0
49529,293442,Star Trek: Enterprise: Season 1,2001.0
49530,293443,Sleepaway Camp II: Unhappy Campers,1988.0
49531,293444,A Piece of the Action,1977.0
49532,293445,Bill Cosby: Himself,1983.0
49533,293446,Goosebumps: Cry of the Cat,1998.0
49534,293447,,
49535,293448,Atlantis,1991.0
49536,293449,Serial Mom,1995.0
49537,293450,Return to a Better Tomorrow,1994.0
49538,293451,Mannequin,1987.0
49539,293452,Tupac: Resurrection,2003.0
49540,293453,White Squall,1996.0
49541,293454,,
49542,293455,Cirque du Soleil: A Baroque Odyssey,1994.0
49543,293456,Incident at Oglala: The Leonard Peltier Story,1991.0
49544,293457,All in the Family: Season 3,1972.0
49545,293458,Gang of Roses,2003.0
49546,293459,The Thin Man Goes Home,1945.0
49547,293460,The Lady Eve,1941.0
49548,293461,There Goes My Baby,1994.0
49549,293462,Reap the Wild Wind,1942.0
49550,293463,Mansfield Park,1999.0
49551,293464,La Cienaga,2001.0
49552,293465,If We Had No Moon,2004.0
49553,293466,Enduring Love,2004.0
49554,293467,Shania Twain: The Platinum Collection,2001.0
49555,293468,La Separation,1994.0
49556,293469,Mr. & Mrs. Bridge,1990.0
49557,293470,Stoked: The Rise and Fall of Gator,2002.0
49558,293471,Back to the Future Part III,1990.0
49559,293472,Disorganized Crime,1989.0
49560,293473,Dragonball: The Magic Begins,1993.0
49561,293474,Wes Craven's Invitation to Hell,1984.0
49562,293475,Bruiser,2001.0
49563,293476,Devil in the Flesh 2,2000.0
49564,293477,The Three Stooges Go Around the World in a Daze,1963.0
49565,293478,Sports Illustrated Swimsuit Edition: 2002,2002.0
49566,293479,Creepshow,1982.0
49567,293480,Crime Partners,2001.0
49568,293481,Rush: Rush in Rio,2003.0
49569,293482,Tuck Everlasting,2002.0
49570,293483,King of New York: Special Edition (Full-screen),1990.0
49571,293484,Laughing Out Loud: Vol. 1,2001.0
49572,293485,Elvis by the Presleys,2005.0
49573,293486,Starsky & Hutch: Season 1,1975.0
49574,293487,My Dream Girl,2003.0
49575,293488,La Promesse,1996.0
49576,293489,Without Limits: NASA Test Projects,1998.0
49577,293490,H.G. Wells and the War of the Worlds: A Documentary,2005.0
49578,293491,The Jewel in the Crown,1984.0
49579,293492,Seven Samurai,1954.0
49580,293493,Boys Life 4: Four Play,2003.0
49581,293494,Elvis Costello & the Imposters: Live in Memphis,2004.0
49582,293495,Zakhm,1998.0
49583,293496,Super Gals,2001.0
49584,293497,A Love Divided,1999.0
49585,293498,Short: International Release #2,2000.0
49586,293499,Mikey and Nicky,1976.0
49587,293500,Sharpe 4: Sharpe's Enemy,1994.0
49588,293501,Mating Habits of the Earthbound Human,1999.0
49589,293502,Gloria Estefan: Evolution Tour: Live in Miami,1996.0
49590,293503,Deep Cover,1992.0
49591,293504,Cup Final,1991.0
49592,293505,The Maldonado Miracle,2003.0
49593,293506,Ray,2004.0
49594,293507,Monster-in-Law: Bonus Material,2005.0
49595,293508,Discovering Australia,2001.0
49596,293509,Reno 911: Season 2,2004.0
49597,293510,Harsh Realm: The Complete Series,1999.0
49598,293511,,
49599,293512,The Bedford Incident,1965.0
49600,293513,Blue's Clues: Classic Clues,2003.0
49601,293514,The Muse,1999.0
49602,293515,Dersu Uzala,1975.0
49603,293516,Dangerous Minds,1995.0
49604,293517,Bride and Prejudice,2004.0
49605,293518,The Body,2000.0
49606,293519,Out of Ireland: The Hit Songs and Artists of Irish Music,2003.0
49607,293520,Eat Drink Man Woman,1994.0
49608,293521,Diary of a Country Priest,1950.0
49609,293522,Fascination,2004.0
49610,293523,Hamlet,2000.0
49611,293524,Gargoyles,2004.0
49612,293525,Remedy,2005.0
49613,293526,Benny Hill: Complete and Unadulterated: The Naughty Early Years: Set 1,1969.0
49614,293527,Animal Crackers,1930.0
49615,293528,Sense and Sensibility,1981.0
49616,293529,Too Young to Die,1990.0
49617,293530,Santa Fe Trail,1940.0
49618,293531,Buck Rogers,1939.0
49619,293532,Angelina Ballerina: Friends Forever,2002.0
49620,293533,,
49621,293534,R.E.M.: Road Movie,1996.0
49622,293535,Haven,2001.0
49623,293536,Earth 2: The Complete Series,1994.0
49624,293537,String Cheese Incident: Live at the Fillmore,2003.0
49625,293538,A Hard Day's Night: Collector's Series,1964.0
49626,293539,Comedian,2002.0
49627,293540,Satanis: The Devil's Mass / Sinthia: The Devil's Doll: Double Feature,1968.0
49628,293541,Don't Bother to Knock,1952.0
49629,293542,Gojoe: Spirit War Chronicle,2004.0
49630,293543,Giant Robo,2004.0
49631,293544,Taxi Zum Klo,1981.0
49632,293545,Dodsworth,1936.0
49633,293546,Fear Of A Punk Planet,2002.0
49634,293547,Danielle Steel's Changes,1991.0
49635,293548,The Night That Never Happened,1997.0
49636,293549,Journeys with George,2002.0
49637,293550,Back to the Beach,1987.0
49638,293551,Another Day in Paradise,1998.0
49639,293552,Where Are We?,1992.0
49640,293553,Backyardigans: It's Great to Be a Ghost,2005.0
49641,293554,River of No Return,1954.0
49642,293555,Read Or Die,2003.0
49643,293556,A Dangerous Man: Lawrence After Arabia,1990.0
49644,293557,Fallen,1998.0
49645,293558,Scarecrow,2002.0
49646,293559,Midsomer Murders: A Tale of Two Hamlets,2003.0
49647,293560,Hercules,1997.0
49648,293561,Screw Loose,1998.0
49649,293562,The Pagemaster,1994.0
49650,293563,Dave Chappelle: For What It's Worth,2004.0
49651,293564,,
49652,293565,The Duel at Silver Creek,1952.0
49653,293566,Sex and the Teenage Mind,2002.0
49654,293567,The Cincinnati Kid,1965.0
49655,293568,Aap Mujhe Achche Lagne Lage,2002.0
49656,293569,Henry Fool,1997.0
49657,293570,Explosive Dance,1998.0
49658,293571,Richard Rodgers: The Sweetest Sounds,2001.0
49659,293572,My Favorite Wife,1940.0
49660,293573,Fahrenheit 451,1966.0
49661,293574,I Capture the Castle,2003.0
49662,293575,Rhyme & Reason,1997.0
49663,293576,Blankman,1994.0
49664,293577,Lost in Space: Season 2: Vol. 1,1966.0
49665,293578,World Cup Soccer Highlights: 1966-1974,2003.0
49666,293579,Jay Jay the Jet Plane: Lessons for All Seasons,2002.0
49667,293580,The Unforgiven,1960.0
49668,293581,Love in the Afternoon,1957.0
49669,293582,I Spy,2002.0
49670,293583,A Streetcar Named Desire,1951.0
49671,293584,The Tick: The Entire Series,2001.0
49672,293585,Metropolitan Opera: Puccini: Tosca,1985.0
49673,293586,Young and Dangerous 2,1996.0
49674,293587,Main Hoon Na,2004.0
49675,293588,Dottie Gets Spanked,1993.0
49676,293589,Stripteaser,1995.0
49677,293590,Yesterday Once More,2004.0
49678,293591,Unprecedented: The 2000 Presidential Election,2002.0
49679,293592,Ben Harper: Live at the Hollywood Bowl,2003.0
49680,293593,,
49681,293594,The Devil and Daniel Webster,1941.0
49682,293595,Convict 762,1997.0
49683,293596,Tom and Jerry: Paws for a Holiday,2003.0
49684,293597,Our Lady of the Assassins,2000.0
49685,293598,Yi Yi,2000.0
49686,293599,A Moment of Romance,1990.0
49687,293600,The Swan Princess,1994.0
49688,293601,How I Got into College,1989.0
49689,293602,Dil Chahta Hai,2001.0
49690,293603,Wishful Thinking,1997.0
49691,293604,The Young Lions,1958.0
49692,293605,The Mummy,1999.0
49693,293606,The Trip,2002.0
49694,293607,Rescue from Gilligan's Island,1978.0
49695,293608,Operation Pacific,1951.0
49696,293609,The Door in the Floor,2004.0
49697,293610,Meet John Doe,1941.0
49698,293611,Burn Up Excess: Vol. 2: Crimes and Missed Demeanors,1997.0
49699,293612,The Cowboys,1972.0
49700,293613,The Shadow,1994.0
49701,293614,Children of the Corn,1984.0
49702,293615,Dark Town,2004.0
49703,293616,Yojimbo,1961.0
